slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Tumor-infiltrating lymphocytes (immune infiltrates),88,54
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Adipose tissue (fat),17642,16404
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Blood vessels (vasculature),10669,9869
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Ductal carcinoma in situ (DCIS),1132,852
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Fibrous desmoplastic stroma,9914,8466
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Invasive breast carcinoma (tumor cells),4467,3628
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Muscle tissue (smooth or skeletal muscle),14354,12405
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Necrosis or hemorrhage,1544,1423
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Normal breast glands and lobules (TDLU),21625,19784
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3_tiles.jsonl,TCGA-BH-A1FJ,Tumor-infiltrating lymphocytes (immune infiltrates),1456,1048
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Adipose tissue (fat),21916,20431
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Blood vessels (vasculature),3079,2842
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Ductal carcinoma in situ (DCIS),991,833
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Fibrous desmoplastic stroma,5561,4304
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Invasive breast carcinoma (tumor cells),2255,1656
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Muscle tissue (smooth or skeletal muscle),15063,13464
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Necrosis or hemorrhage,24,22
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Normal breast glands and lobules (TDLU),24555,22406
TCGA-BH-A1FL-01Z-00-DX1.D3E9F46E-9A28-4AAE-8C87-D6F1851227A3_tiles.jsonl,TCGA-BH-A1FL,Tumor-infiltrating lymphocytes (immune infiltrates),455,277
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Adipose tissue (fat),12051,11036
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Blood vessels (vasculature),5722,5244
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Ductal carcinoma in situ (DCIS),179,129
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Fibrous desmoplastic stroma,2199,1806
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Invasive breast carcinoma (tumor cells),1925,1544
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Muscle tissue (smooth or skeletal muscle),12428,11551
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Necrosis or hemorrhage,168,147
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Normal breast glands and lobules (TDLU),9643,8697
TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_tiles.jsonl,TCGA-BH-A1FM,Tumor-infiltrating lymphocytes (immune infiltrates),515,373
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Adipose tissue (fat),8805,7868
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Blood vessels (vasculature),3425,3118
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Ductal carcinoma in situ (DCIS),233,185
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Fibrous desmoplastic stroma,2470,2020
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Invasive breast carcinoma (tumor cells),2474,2044
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Muscle tissue (smooth or skeletal muscle),8350,7431
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Necrosis or hemorrhage,1503,1390
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Normal breast glands and lobules (TDLU),17173,16118
TCGA-BH-A1FN-01Z-00-DX1.CEE3C59B-6CF0-4D41-8334-6067BB5A8BF7_tiles.jsonl,TCGA-BH-A1FN,Tumor-infiltrating lymphocytes (immune infiltrates),171,103
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Adipose tissue (fat),24564,23419
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Blood vessels (vasculature),4263,3718
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Ductal carcinoma in situ (DCIS),728,563
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Fibrous desmoplastic stroma,2432,2010
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Invasive breast carcinoma (tumor cells),3170,2484
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Muscle tissue (smooth or skeletal muscle),10348,9172
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Necrosis or hemorrhage,49,44
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Normal breast glands and lobules (TDLU),20182,17993
TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7_tiles.jsonl,TCGA-BH-A1FR,Tumor-infiltrating lymphocytes (immune infiltrates),3079,2105
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Adipose tissue (fat),6037,5455
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Blood vessels (vasculature),2272,2080
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Ductal carcinoma in situ (DCIS),83,74
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Fibrous desmoplastic stroma,5794,5266
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Invasive breast carcinoma (tumor cells),159,116
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Muscle tissue (smooth or skeletal muscle),1747,1422
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Necrosis or hemorrhage,216,203
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Normal breast glands and lobules (TDLU),12594,11791
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267_tiles.jsonl,TCGA-BH-A1FU,Tumor-infiltrating lymphocytes (immune infiltrates),33,23
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Adipose tissue (fat),27639,26702
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Blood vessels (vasculature),2580,2374
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Ductal carcinoma in situ (DCIS),634,569
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Fibrous desmoplastic stroma,5887,5100
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Invasive breast carcinoma (tumor cells),4845,4339
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Muscle tissue (smooth or skeletal muscle),11956,10944
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Necrosis or hemorrhage,7,7
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Normal breast glands and lobules (TDLU),6424,5764
TCGA-BH-A201-01Z-00-DX1.6D6E3224-50A0-45A2-B231-EEF27CA7EFD2_tiles.jsonl,TCGA-BH-A201,Tumor-infiltrating lymphocytes (immune infiltrates),70,49
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Adipose tissue (fat),9859,9476
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Blood vessels (vasculature),8044,7331
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Ductal carcinoma in situ (DCIS),350,275
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Fibrous desmoplastic stroma,9045,8440
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Invasive breast carcinoma (tumor cells),7137,6046
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Muscle tissue (smooth or skeletal muscle),11223,10226
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Necrosis or hemorrhage,2155,2028
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Normal breast glands and lobules (TDLU),1690,1398
TCGA-BH-A202-01Z-00-DX1.8CECDB74-5E6F-4CE8-B52C-A89E574F38FB_tiles.jsonl,TCGA-BH-A202,Tumor-infiltrating lymphocytes (immune infiltrates),5434,4623
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Adipose tissue (fat),25421,24117
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Blood vessels (vasculature),4677,4213
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Ductal carcinoma in situ (DCIS),365,265
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Fibrous desmoplastic stroma,6293,5700
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Invasive breast carcinoma (tumor cells),3076,2453
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Muscle tissue (smooth or skeletal muscle),3785,3369
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Necrosis or hemorrhage,243,201
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Normal breast glands and lobules (TDLU),5207,4449
TCGA-BH-A203-01Z-00-DX1.FAE40A13-0C4A-415F-9396-01041FF6B855_tiles.jsonl,TCGA-BH-A203,Tumor-infiltrating lymphocytes (immune infiltrates),1022,695
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Adipose tissue (fat),7580,6794
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Blood vessels (vasculature),5165,4735
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Ductal carcinoma in situ (DCIS),19,12
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Fibrous desmoplastic stroma,2820,2217
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Invasive breast carcinoma (tumor cells),4525,3787
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Muscle tissue (smooth or skeletal muscle),5637,4701
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Necrosis or hemorrhage,78,62
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Normal breast glands and lobules (TDLU),16993,15517
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_tiles.jsonl,TCGA-BH-A204,Tumor-infiltrating lymphocytes (immune infiltrates),2405,1978
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Adipose tissue (fat),9618,8487
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Blood vessels (vasculature),1657,1533
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Ductal carcinoma in situ (DCIS),231,196
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Fibrous desmoplastic stroma,16997,15742
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Invasive breast carcinoma (tumor cells),7447,6451
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Muscle tissue (smooth or skeletal muscle),3009,2420
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Necrosis or hemorrhage,96,77
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Normal breast glands and lobules (TDLU),13336,12032
TCGA-BH-A208-01Z-00-DX1.C7A2885D-0535-4506-B06E-82BC62D6DFE9_tiles.jsonl,TCGA-BH-A208,Tumor-infiltrating lymphocytes (immune infiltrates),1223,820
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Adipose tissue (fat),12486,11418
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Blood vessels (vasculature),5344,4763
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Ductal carcinoma in situ (DCIS),52,41
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Fibrous desmoplastic stroma,6233,5182
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Invasive breast carcinoma (tumor cells),638,405
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Muscle tissue (smooth or skeletal muscle),8862,6852
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Necrosis or hemorrhage,85,70
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Normal breast glands and lobules (TDLU),42779,39276
TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B_tiles.jsonl,TCGA-BH-A209,Tumor-infiltrating lymphocytes (immune infiltrates),14483,12355
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Adipose tissue (fat),21700,20904
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Blood vessels (vasculature),4557,4243
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Ductal carcinoma in situ (DCIS),788,689
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Fibrous desmoplastic stroma,12378,11693
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Invasive breast carcinoma (tumor cells),3099,2549
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Muscle tissue (smooth or skeletal muscle),9494,8691
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Necrosis or hemorrhage,51,41
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Normal breast glands and lobules (TDLU),3495,3060
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E_tiles.jsonl,TCGA-BH-A28O,Tumor-infiltrating lymphocytes (immune infiltrates),696,539
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Adipose tissue (fat),15508,14457
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Blood vessels (vasculature),3411,3166
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Ductal carcinoma in situ (DCIS),525,474
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Fibrous desmoplastic stroma,28029,25945
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Invasive breast carcinoma (tumor cells),9838,8741
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Muscle tissue (smooth or skeletal muscle),9624,8385
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Necrosis or hemorrhage,15,13
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Normal breast glands and lobules (TDLU),11905,10645
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D_tiles.jsonl,TCGA-BH-A28Q,Tumor-infiltrating lymphocytes (immune infiltrates),421,278
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Adipose tissue (fat),16725,14971
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Blood vessels (vasculature),2915,2583
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Ductal carcinoma in situ (DCIS),270,241
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Fibrous desmoplastic stroma,19800,17437
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Invasive breast carcinoma (tumor cells),6742,5431
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Muscle tissue (smooth or skeletal muscle),10922,9367
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Necrosis or hemorrhage,61,52
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Normal breast glands and lobules (TDLU),27137,24714
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_tiles.jsonl,TCGA-BH-A2L8,Tumor-infiltrating lymphocytes (immune infiltrates),4066,3104
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Adipose tissue (fat),17864,17413
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Blood vessels (vasculature),2006,1847
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Ductal carcinoma in situ (DCIS),87,65
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Fibrous desmoplastic stroma,427,309
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Invasive breast carcinoma (tumor cells),1991,1763
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Muscle tissue (smooth or skeletal muscle),8430,7915
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Necrosis or hemorrhage,31,25
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Normal breast glands and lobules (TDLU),2425,2172
TCGA-BH-A42T-01Z-00-DX1.6E4609B9-BE7E-4CA9-A1C0-A77A7DEFBB2B_tiles.jsonl,TCGA-BH-A42T,Tumor-infiltrating lymphocytes (immune infiltrates),310,232
TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_tiles.jsonl,TCGA-BH-A42U,Adipose tissue (fat),22373,20814
TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_tiles.jsonl,TCGA-BH-A42U,Blood vessels (vasculature),2590,2425
TCGA-BH-A42U-01Z-00-DX1.130D060A-3DD8-407E-B8B0-EBBF743491AE_tiles.jsonl,TCGA-BH-A42U,Ductal carcinoma in situ (DCIS),156,137
